Kanji,Rank,Occurrences,Frequency,Cumulative Frequency,AVG FREQ,FREQ (1),FREQ BIG 5,meanings,grade,jlpt,heisig_en,stroke_count,unicode,on_readings,kun_readings
秀,530,391005,0.0004556340043955,0.7844654306860883,896,896,939,"beauty, excel, excellence, surpass",8,1,excel,7,79C0,シュウ,ひい.でる
友,531,390818,0.0004554160952669,0.7849208467813553,548,507,468,friend,2,4,friend,4,53CB,ユウ,とも
及,532,390801,0.0004553962853462,0.7853762430667015,627,637,678,"cause, exercise, exert, reach out",8,1,reach out,3,53CA,キュウ,"およ.び, およ.ぶ, およ.ぼす, および"
飛,533,390738,0.0004553228721103,0.7858315659388119,614,608,623,"fly, scatter, skip (pages)",4,2,fly,9,98DB,ヒ,"-と.ばす, と.ばす, と.ぶ"
夜,534,390622,0.0004551876985332,0.7862867536373451,464,425,395,"evening, night",2,3,night,8,591C,ヤ,"よ, よる"
聞,535,389472,0.0004538476156569,0.786740601253002,305,278,240,"ask, hear, listen",2,4,hear,14,805E,"ブン, モン","き.く, き.こえる"
好,536,388808,0.000453073863457,0.7871936751164591,369,334,308,"fond, like something, pleasing",4,3,fond,6,597D,コウ,"い.い, この.む, す.く, よ.い"
守,537,387753,0.0004518444830792,0.7876455195995383,529,526,533,"defend, guard, obey, protect",3,2,guard,6,5B88,"シュ, ス","-もり, かみ, まも.り, まも.る, もり"
旅,538,386627,0.0004505323671498,0.7880960519666882,598,553,547,"travel, trip",3,3,trip,10,65C5,リョ,たび
聖,539,386204,0.0004500394497092,0.7885460914163975,963,964,995,"holy, master, priest, sage, saint",6,1,holy,13,8056,"ショウ, セイ",ひじり
児,540,382748,0.0004460122093435,0.7889921036257411,650,659,707,"child, newborn babe, young of animals",4,2,newborn babe,7,5150,"ゲイ, ジ, ニ","-こ, -っこ, こ"
九,541,381819,0.0004449296554374,0.7894370332811785,440,458,404,nine,1,4,nine,2,4E5D,"キュウ, ク","ここの, ここの.つ"
接,542,381461,0.0004445124818115,0.7898815457629901,541,546,552,"adjoin, contact, piece together, touch",5,2,touch,11,63A5,"ショウ, セツ",つ.ぐ
容,543,380237,0.0004430861675153,0.7903246319305055,317,320,350,"contain, form, looks",5,2,contain,10,5BB9,ヨウ,い.れる
感,544,379468,0.0004421900599224,0.7907668219904279,226,199,173,"emotion, feeling, sensation",3,2,emotion,13,611F,カン,0
率,545,377591,0.0004400028116104,0.7912068248020383,551,572,617,"%, command, factor, lead, proportion, rate, ratio, spearhead",5,2,ratio,11,7387,"シュツ, ソツ, リツ",ひき.いる
導,546,376816,0.0004390997122807,0.791645924514319,585,614,657,"conduct, guidance, leading, usher",5,2,guidance,15,5C0E,ドウ,みちび.く
樹,547,376722,0.0004389901750716,0.7920849146893907,934,918,937,"establish, set up, timber, trees, wood",6,1,timber-trees,16,6A39,ジュ,き
典,548,375148,0.0004371560094653,0.792522070698856,838,841,906,"ceremony, code, law, rule",4,1,code,8,5178,"テン, デン","のり, ふみ"
験,549,374857,0.0004368169102331,0.7929588876090892,464,460,456,"effect, testing, verification",4,3,verification,18,9A13,"ケン, ゲン","あかし, しるし, ため.す, ためし"
廃,550,374771,0.0004367166953397,0.7933956043044289,882,932,1020,"abandon, abolish, cessation, discarding, obsolete",8,1,abolish,12,5EC3,ハイ,"すた.る, すた.れる"
授,551,374563,0.0004364743151325,0.7938320786195615,705,727,764,"confer, grant, impart, instruct",5,2,impart,11,6388,ジュ,"さず.かる, さず.ける"
帯,552,374212,0.0004360652985329,0.7942681439180944,597,567,577,"belt, obi, region, sash, zone",4,2,sash,10,5E2F,タイ,"お.びる, おび"
未,553,372530,0.0004341052816651,0.7947022491997595,603,590,611,"1-3PM, eighth sign of Chinese zodiac, even now, hitherto, not yet, sign of the ram, still, un-",4,2,not yet,5,672A,"ビ, ミ","いま.だ, ひつじ, ま.だ"
張,554,371229,0.0004325892400807,0.7951348384398402,366,355,362,"counter for bows & stringed instruments, put up (tent), spread, stretch",5,2,lengthen,11,5F35,チョウ,"-は.り, -ば.り, は.る"
係,555,371172,0.0004325228185816,0.7955673612584219,346,354,359,"concern oneself, connection, duty, person in charge",3,2,person in charge,9,4FC2,ケイ,"-がかり, かか.る, かか.わる, かかり"
展,556,368591,0.0004295152064913,0.7959968764649132,561,577,611,"expand, unfold",6,2,unfold,10,5C55,テン,0
蔵,557,368358,0.0004292436940477,0.796426120158961,697,676,654,"have, hide, own, possess, storehouse",6,2,storehouse,15,8535,"ソウ, ゾウ","おさ.める, かく.れる, くら"
察,558,367598,0.0004283580740599,0.7968544782330209,584,604,621,"guess, judge, presume, surmise, understand",4,2,guess,14,5BDF,サツ,0
態,559,367500,0.000428243875693,0.797282722108714,412,419,425,"appearance, attitude, condition, figure, voice (of verbs)",5,1,attitude,14,614B,タイ,わざ.と
客,560,366543,0.000427128693682,0.7977098508023961,480,447,444,"client, customer, guest, visitor",3,2,guest,9,5BA2,"カク, キャク",0
質,561,365317,0.0004257000488069,0.798135550851203,361,359,367,"matter, quality, substance, temperament",5,3,substance,15,8CEA,"シチ, シツ, チ","ただ.す, たち, もと, わりふ"
与,562,364169,0.0004243622965095,0.7985599131477126,522,545,560,"award, bestow, cause, gift, give, godsend, impart, participate in, provide",8,2,bestow,3,4E0E,ヨ,"あずか.る, あた.える, くみ.する, ともに"
供,563,362982,0.0004229790979233,0.7989828922456359,377,371,376,"accompany, offer, present, serve (meal), submit",6,2,submit,8,4F9B,"キョウ, ク, クウ, グ","-ども, そな.える, とも"
丁,564,361953,0.0004217800150713,0.7994046722607073,1001,952,948,"4th calendar sign, counter for guns, tools, leaves or cakes of something, even number, street, town, ward",3,1,street,2,4E01,"チ, チョウ, チン, テイ, トウ",ひのと
刊,565,360479,0.0004200623784107,0.7998247346391181,904,919,1007,"carve, engrave, publish",5,2,publish,5,520A,カン,0
追,566,360379,0.000419945849465,0.8002446804885831,413,396,419,"chase, drive away, follow, meanwhile, pursue",3,2,chase,9,8FFD,ツイ,お.う
宝,567,359884,0.0004193690311834,0.8006640495197666,999,994,1045,"treasure, valuables, wealth",6,2,treasure,8,5B9D,ホウ,たから
闘,568,358604,0.0004178774606776,0.8010819269804442,823,837,899,"fight, war",8,1,fight,18,95D8,トウ,"あらそ.う, たたか.う"
創,569,357365,0.0004164336670396,0.8014983606474838,821,840,871,"genesis, hurt, injury, originate, start, wound",6,1,genesis,12,5275,"ショウ, ソウ","きず, けず.しける, つく.る, はじ.める"
浦,570,357140,0.0004161714769116,0.8019145321243955,1109,1077,1045,"bay, beach, creek, gulf, inlet, seacoast",8,1,bay,10,6D66,ホ,うら
消,571,356363,0.000415266047003,0.8023297981713985,422,419,419,"blow out, cancel, extinguish, neutralize, turn off",3,2,extinguish,10,6D88,ショウ,"き.える, け.す"
幸,572,356135,0.0004150003610066,0.8027447985324052,694,656,625,"blessing, fortune, happiness",3,2,happiness,8,5E78,コウ,"さいわ.い, さち, しあわ.せ"
健,573,355457,0.0004142102947543,0.8031590088271596,656,646,674,"health, healthy, persistence, strength",4,2,healthy,11,5065,ケン,すこ.やか
著,574,354305,0.0004128678812991,0.8035718767084588,609,638,784,"arrival, counter for suits of clothing, don, finish (race), literary work, phenomenal, publish, put on, remarkable, renowned, wear, write",6,2,renowned,11,8457,"チャク, チョ","あらわ.す, いちじる.しい"
提,575,353046,0.0004114007818719,0.8039832774903307,424,447,512,"carry in hand, propose, take along",5,1,propose,12,63D0,"ダイ, チョウ, テイ",さ.げる
越,576,352976,0.0004113192116099,0.8043945967019406,649,615,608,"Vietnam, cross over, exceed, move to, surpass",8,2,surpass,12,8D8A,"エツ, オツ","-こ.す, -ご.え, -ご.し, こ.える, こ.す"
瀬,577,352836,0.0004111560710858,0.8048057527730264,1105,1067,1052,"current, rapids, shallows, shoal, torrent",8,1,rapids,19,702C,ライ,せ
増,578,351044,0.0004090678723776,0.8052148206454041,455,466,482,"add, augment, gain, increase, promote",5,2,increase,14,5897,ゾウ,"ふ.える, ふ.やす, ま.し, ま.す"
池,579,351030,0.0004090515583252,0.8056238722037293,882,851,830,"cistern, pond, pool, reservoir",2,3,pond,6,6C60,チ,いけ
失,580,350685,0.0004086495334623,0.8060325217371918,500,494,483,"disadvantage, error, fault, lose, loss",4,2,lose,5,5931,シツ,"う.せる, うしな.う"
例,581,349150,0.0004068608141448,0.8064393825513366,454,466,477,"custom, example, precedent, usage",4,2,example,8,4F8B,レイ,たと.える
辺,582,348145,0.0004056896982399,0.8068450722495766,589,572,576,"border, boundary, environs, vicinity",4,2,environs,5,8FBA,ヘン,"-べ, あた.り, ほと.り"
末,583,344763,0.000401748689294,0.8072468209388707,559,556,563,"close, end, posterity, powder, tip",4,2,extremity,5,672B,"バツ, マツ","うら, うれ, すえ"
比,584,344501,0.0004014433834561,0.8076482643223268,485,490,498,"Philippines, compare, race, ratio",5,2,compare,4,6BD4,ヒ,くら.べる
興,585,344239,0.0004011380776182,0.808049402399945,663,647,650,"entertain, interest, pleasure, retrieve, revive",5,1,entertain,16,8208,"キョウ, コウ","おこ.す, おこ.る"
残,586,340956,0.0003973124323287,0.8084467148322738,412,398,386,"balance, leftover, remainder",4,2,remainder,10,6B8B,"サン, ザン","そこな.う, のこ.す, のこ.り, のこ.る"
告,587,340764,0.0003970886967528,0.8088438035290266,367,361,368,"announce, inform, revelation, tell",4,2,revelation,7,544A,コク,つ.げる
彦,588,340393,0.000396656374364,0.8092404599033907,1232,1190,1152,"boy (ancient), lad",9,1,lad,9,5F66,ゲン,ひこ
丸,589,340032,0.0003962357048698,0.8096366956082605,737,720,708,"-ship, curl up, explain away, full (month), make round, perfection, pills, roll up, round, seduce",2,2,round,3,4E38,ガン,"まる, まる.い, まる.める"
華,590,339531,0.0003956518948515,0.810032347503112,909,880,892,"flower, gay, gorgeous, luster, ostentatious, petal, shine, showy, splendor",8,1,splendor,10,83EF,"カ, ケ",はな
評,591,338404,0.0003943386136327,0.8104266861167448,534,531,551,"comment, criticism, evaluate",5,2,evaluate,12,8A55,ヒョウ,0
勢,592,337490,0.0003932735390684,0.8108199596558133,483,491,502,"energy, forces, military strength",5,2,forces,13,52E2,"セイ, ゼイ","いきお.い, はずみ"
補,593,337371,0.0003931348696229,0.8112130945254363,616,663,747,"assistant, compensate, learner, make good, offset, supplement, supply",6,2,supplement,12,88DC,ホ,おぎな.う
含,594,335807,0.0003913123569111,0.8116044068823475,589,614,680,"bear in mind, cherish, contain, hold in the mouth, include, understand",8,2,include,7,542B,ガン,"ふく.む, ふく.める"
鳥,595,333234,0.0003883140671366,0.811992720949484,822,801,806,"bird, chicken",2,3,bird,11,9CE5,チョウ,とり
想,596,332335,0.0003872664719141,0.8123799874213982,405,383,358,"concept, idea, think, thought",3,2,concept,13,60F3,"ソ, ソウ",おも.う
塚,597,332177,0.0003870823561798,0.8127670697775781,1146,1141,1136,"hillock, mound",8,1,hillock,12,585A,チョウ,"-づか, つか"
必,598,332168,0.0003870718685747,0.8131541416461529,277,280,291,"certain, inevitable, invariably",4,2,invariably,5,5FC5,ヒツ,かなら.ず
視,599,331757,0.0003865929346076,0.8135407345807605,482,485,487,"inspection, look at, regard as, see",6,1,inspection,11,8996,シ,み.る
首,600,331064,0.0003857853890134,0.8139265199697739,431,454,480,"counter for songs and poems, neck",2,3,neck,9,9996,シュ,くび
段,601,330203,0.0003847820747904,0.8143113020445644,500,495,484,"grade, stairs, steps",6,2,grade,9,6BB5,"タン, ダン",0
舞,602,329465,0.0003839220911706,0.814695224135735,710,700,722,"circle, dance, flit, wheel",8,2,dance,15,821E,ブ,"-ま.う, ま.う, まい"
角,603,328783,0.0003831273637605,0.8150783514994956,730,721,741,"angle, antlers, corner, horn, square",2,2,angle,7,89D2,カク,"かど, つの"
響,604,328780,0.0003831238678921,0.8154614753673878,627,648,675,"echo, resound, ring, sound, vibrate",8,1,echo,20,97FF,キョウ,ひび.く
従,605,327954,0.0003821613388001,0.8158436367061879,713,732,742,"accompany, comply, follow, incidental, obey, secondary, submit to, subordinate",6,1,accompany,10,5F93,"ショウ, ジュ, ジュウ","したが.う, したが.える, より"
祭,606,327360,0.0003814691568622,0.8162251058630502,916,894,909,"celebrate, deify, enshrine, offer prayers, ritual, worship",3,2,ritual,11,796D,サイ,"まつ.り, まつ.る, まつり"
仕,607,326407,0.0003803586360091,0.8166054644990594,362,330,293,"attend, doing, official, serve",3,3,attend,5,4ED5,"シ, ジ",つか.える
了,608,325960,0.0003798377516215,0.8169853022506809,777,759,790,"complete, finish",8,2,complete,2,4E86,リョウ,0
細,609,325396,0.0003791805283674,0.8173644827790483,468,451,473,"dainty, detailed, get thin, narrow, precise, slender, taper",2,2,dainty,11,7D30,サイ,"こま.か, こま.かい, ほそ.い, ほそ.る"
夏,610,321910,0.0003751183293179,0.8177396011083663,646,616,622,summer,2,3,summer,10,590F,"カ, ガ, ゲ",なつ
去,611,320244,0.0003731769570815,0.8181127780654478,455,466,508,"divorce, elapse, eliminate, gone, leave, past, quit",3,3,gone,5,53BB,"キョ, コ","-さ.る, さ.る"
群,612,319843,0.0003727096760089,0.8184854877414568,916,907,914,"cluster, crowd, flock, group, herd, swarm",5,2,flock,13,7FA4,グン,"む.れ, む.れる, むら, むら.がる"
確,613,319206,0.0003719673866244,0.8188574551280813,264,261,275,"assurance, clear, confirm, evident, firm, hard, solid, tight",5,2,assurance,15,78BA,"カク, コウ","たし.か, たし.かめる"
鹿,614,318563,0.0003712181055031,0.8192286732335844,1024,977,926,deer,8,1,deer,11,9E7F,ロク,"か, しか"
若,615,318248,0.0003708510393239,0.8195995242729084,523,511,495,"if, immature, low number, perhaps, possibly, young",6,2,young,8,82E5,"ジャク, ニャ, ニャク","ごと.し, も.し, も.しくは, も.しくわ, わか-, わか.い"
境,616,317427,0.0003698943366792,0.8199694186095876,545,557,579,"border, boundary, region",5,2,boundary,14,5883,"キョウ, ケイ",さかい
源,617,317346,0.0003697999482331,0.8203392185578208,637,630,652,"origin, source",6,1,source,13,6E90,ゲン,みなもと
講,618,317017,0.0003694165680016,0.8207086351258224,779,772,792,"association, club, lecture",5,2,lecture,17,8B1B,コウ,0
歩,619,314865,0.0003669088650887,0.8210755439909111,465,433,406,"counter for steps, walk",2,3,walk,8,6B69,"フ, ブ, ホ","あゆ.む, ある.く"
房,620,314549,0.00036654063362,0.8214420846245312,841,832,859,"bunch, fringe, house, lock (hair), room, segment (orange), tassel, tuft",8,1,tassel,8,623F,ボウ,ふさ
差,621,314238,0.0003661782285987,0.8218082628531299,512,519,530,"balance, difference, discrepancy, distinction, margin, variation",4,2,distinction,10,5DEE,サ,"さ.し, さ.す"
街,622,313807,0.0003656759888424,0.8221739388419724,772,744,750,"boulevard, street, town",4,1,boulevard,12,8857,"カイ, ガイ",まち
早,623,313212,0.0003649826416151,0.8225389214835876,438,412,387,"early, fast",1,3,early,6,65E9,"サッ, ソウ","さ-, はや, はや-, はや.い, はや.まる, はや.める"
破,624,311689,0.0003632079057711,0.8229021293893588,672,679,693,"break, defeat, destroy, frustrate, rend, rip, tear",5,2,rend,10,7834,ハ,"やぶ.る, やぶ.れる, わ.れる"
織,625,311630,0.0003631391536931,0.8232652685430519,664,667,674,"fabric, weave",5,1,weave,18,7E54,"シキ, ショク","-お.り, -おり, お.り, お.る, おり"
薬,626,310980,0.0003623817155456,0.8236276502585976,672,667,682,"benefit, chemical, enamel, gunpowder, medicine",3,3,medicine,16,85AC,ヤク,くすり
象,627,310027,0.0003612711946925,0.8239889214532902,437,428,421,"elephant, image, imitate, pattern after, shape, sign (of the times)",4,2,elephant,12,8C61,"ショウ, ゾウ",かたど.る
籍,628,309957,0.0003611896244304,0.8243501110777206,997,1009,1102,"domiciliary register, enroll, membership",8,1,enroll,20,7C4D,セキ,0
便,629,309922,0.0003611488392994,0.8247112599170201,684,681,703,"chance, convenience, excrement, facility, feces, letter",4,3,convenience,9,4FBF,"ビン, ベン",たよ.り
程,630,309200,0.000360307500311,0.8250715674173311,550,553,548,"amount, degree, distance, extent, formula, law, limits",5,2,extent,12,7A0B,テイ,"-ほど, ほど"
竹,631,309023,0.000360101244077,0.8254316686614082,934,926,920,bamboo,1,2,bamboo,6,7AF9,チク,たけ
満,632,308768,0.0003598040952653,0.8257914727566734,504,485,480,"enough, full, fullness, satisfy",4,2,full,12,6E80,"バン, マン","み.たす, み.ちる, み.つ"
農,633,306058,0.000356646160835,0.8261481189175084,623,631,667,"agriculture, farmers",3,2,agriculture,13,8FB2,ノウ,0
検,634,305589,0.0003560996400793,0.8265042185575877,382,389,444,"examination, investigate",5,2,examination,12,691C,ケン,しら.べる
静,635,305568,0.0003560751690007,0.8268602937265884,745,723,712,quiet,4,2,quiet,14,9759,"ジョウ, セイ","しず-, しず.か, しず.まる, しず.める"
環,636,304851,0.0003552396564596,0.8272155333830481,645,670,726,"circle, loop, ring",8,2,ring,17,74B0,カン,わ
築,637,303629,0.0003538156727423,0.8275693490557905,820,829,874,"build, construct, fabricate",5,2,fabricate,16,7BC9,チク,きず.く
右,638,303082,0.000353178259409,0.8279225273151994,536,531,526,right,1,4,right,5,53F3,"ウ, ユウ",みぎ
深,639,300059,0.0003496555893784,0.8282721829045779,538,522,494,"deep, heighten, intensify, strengthen",3,2,deep,11,6DF1,シン,"-ぶか.い, ふか.い, ふか.まる, ふか.める, み-"
