Kanji,Rank,Occurrences,Frequency,Cumulative Frequency,AVG FREQ,FREQ (1),FREQ BIG 5,meanings,grade,jlpt,heisig_en,stroke_count,unicode,on_readings,kun_readings
司,347,608412,0.0007089760895188,0.6817340854204704,705,703,725,"administer, director, govt office, official, rule",4,2,director,5,53F8,シ,つかさど.る
装,348,604771,0.0007047332706034,0.6824388186910739,608,601,641,"attire, disguise, dress, pretend, profess",6,2,attire,12,88C5,"ショウ, ソウ","よそお.い, よそお.う"
引,349,603811,0.0007036145927241,0.683142433283798,214,209,219,"admit, install, jerk, pull, quote, refer to, tug",2,3,pull,4,5F15,イン,"ひ.く, ひ.ける"
督,350,603443,0.0007031857662036,0.6838456190500016,726,764,872,"coach, command, lead, supervise, urge",8,1,coach,13,7763,トク,0
両,351,601232,0.0007006093112127,0.6845462283612144,404,423,444,"both, counter for carriages (e.g., in a train), old Japanese coin, two",3,2,both,6,4E21,リョウ,"てる, ふたつ"
十,352,600897,0.0007002189392444,0.6852464473004588,252,258,237,ten,1,4,ten,2,5341,"ジッ, ジュウ, ジュッ","そ, と, とお"
劇,353,598703,0.0006976622941743,0.6859441095946331,809,816,882,"drama, play",6,2,drama,15,5287,ゲキ,0
配,354,598621,0.0006975667404388,0.686641676335072,363,341,322,"distribute, exile, rationing, spouse",3,2,distribute,10,914D,ハイ,くば.る
題,355,597673,0.0006964620460329,0.6873381383811049,201,207,218,"subject, topic",3,3,topic,18,984C,ダイ,0
存,356,597043,0.0006957279136746,0.6880338662947795,416,415,424,"be aware of, believe, exist, feel, suppose",6,2,suppose,6,5B58,"ソン, ゾン","あ.る, たも.つ, と.う, ながら.える"
艦,357,595670,0.0006941279712492,0.6887279942660287,1113,1148,1234,warship,8,1,warship,21,8266,カン,0
字,358,595007,0.0006933553843387,0.6894213496503675,414,412,432,"character, letter, section of village, word",1,3,character,6,5B57,ジ,"-な, あざ, あざな"
呼,359,588520,0.0006857961516269,0.6901071458019944,438,438,438,"call, call out to, invite",6,2,call,8,547C,コ,よ.ぶ
情,360,588297,0.0006855362920778,0.6907926820940722,181,164,177,"circumstances, emotion, facts, feelings, passion, sympathy",5,2,feelings,11,60C5,"ジョウ, セイ",なさ.け
伊,361,586559,0.0006835110190004,0.6914761931130726,885,804,701,"Italy, that one",9,1,Italy,6,4F0A,イ,かれ
声,362,583373,0.0006797984067882,0.692155991519861,368,348,348,voice,2,3,voice,7,58F0,"ショウ, セイ","こえ, こわ-"
果,363,583324,0.0006797413076048,0.6928357328274658,297,294,301,"achieve, carry out, complete, end, finish, fruit, reward, succeed",4,2,fruit,8,679C,カ,"-は.たす, -は.てる, は.たす, は.て, は.てる, はた.す"
試,364,581867,0.000678043480865,0.6935137763083309,475,484,519,"attempt, experiment, ordeal, test, try",4,3,test,13,8A66,シ,"こころ.みる, ため.す"
花,365,579375,0.0006751395795365,0.6941889158878675,498,461,440,flower,1,4,flower,7,82B1,"カ, ケ",はな
衛,366,578349,0.0006739439925529,0.6948628598804204,558,553,574,"defense, protection",5,1,defense,16,885B,"エ, エイ",0
強,367,578278,0.0006738612570014,0.6955367211374218,222,218,209,strong,2,3,strong,11,5F37,"キョウ, ゴウ","こわ.い, し.いる, つよ.い, つよ.まる, つよ.める"
八,368,577195,0.0006725992485188,0.6962093203859406,379,392,352,"eight, eight radical (no. 12)",1,4,eight,2,516B,"ハチ, ハツ","や, や.つ, やっ.つ, よう"
奈,369,576085,0.0006713057772208,0.6968806261631615,942,885,853,"Nara, what?",8,1,Nara,8,5948,"ダイ, ナ, ナイ","いかん, からなし"
四,370,572847,0.0006675325699568,0.6975481587331184,332,344,312,four,1,4,four,5,56DB,シ,"よ, よ.つ, よっ.つ, よん"
港,371,571909,0.0006664395284455,0.698214598261564,733,743,793,harbor,3,2,harbor,12,6E2F,コウ,みなと
浜,372,570420,0.0006647044124431,0.6988793026740071,855,817,765,"beach, seacoast, seashore",8,1,seacoast,10,6D5C,ヒン,はま
洋,373,568862,0.000662888891468,0.6995421915654751,676,662,658,"Western style, foreign, ocean, sea",3,3,ocean,9,6D0B,ヨウ,0
万,374,563762,0.0006569459152339,0.700199137480709,308,299,300,"10,000, ten thousand",2,4,ten thousand,3,4E07,"バン, マン",よろず
構,375,563154,0.0006562374192436,0.7008553748999528,372,378,398,"appearance, build, posture, set up, stance",5,2,posture,14,69CB,コウ,"かま.う, かま.える"
住,376,560560,0.0006532146583905,0.7015085895583433,329,324,330,"dwell, inhabit, live, reside",3,3,dwell,7,4F4F,"ジュウ, チュウ, ヂュウ","-ず.まい, す.まう, す.む"
級,377,560344,0.0006529629558676,0.702161552514211,670,669,712,"class, grade, rank",3,2,class,9,7D1A,キュウ,0
論,378,557751,0.0006499413603039,0.7028114938745149,292,315,347,"argument, discourse",6,2,argument,15,8AD6,ロン,あげつら.う
着,379,555779,0.0006476434094933,0.7034591372840083,326,299,283,"arrive, counter for suits of clothing, don, wear",3,3,don,12,7740,"ジャク, チャク","き.せる, き.る, つ.く, つ.ける"
先,380,555558,0.0006473858805232,0.7041065231645316,179,165,154,"ahead, before, future, precedence, previous",1,4,before,6,5148,セン,"さき, ま.ず"
達,381,548867,0.0006395889287619,0.7047461120932936,413,378,341,"accomplished, arrive, attain, reach",4,2,accomplished,12,9054,"タツ, ダ",-たち
風,382,547879,0.0006384376227778,0.7053845497160715,360,317,290,"air, manner, style, wind",2,3,wind,9,98A8,"フ, フウ","かざ-, かぜ"
横,383,545954,0.0006361944405717,0.7060207441566433,539,519,505,"horizontal, perverse, side, sideways, unreasonable, width, woof",3,2,sideways,15,6A2A,オウ,よこ
博,384,535583,0.0006241092236063,0.7066448533802496,808,808,827,"Dr., Ph.D., command, esteem, exposition, fair, win acclaim",4,1,Dr.,12,535A,"ハク, バク",0
料,385,535533,0.0006240509591334,0.707268904339383,285,269,274,"fee, materials",4,3,fee,10,6599,リョウ,0
退,386,534460,0.0006228006035453,0.7078917049429284,591,608,635,"expel, reject, repel, resign, retire, retreat, withdraw",5,2,retreat,9,9000,タイ,"しりぞ.く, しりぞ.ける, ど.く, の.く, の.ける, ひ.く"
件,387,532891,0.0006209722643862,0.7085126772073147,269,260,286,"affair, case, item, matter",5,2,affair,6,4EF6,ケン,くだん
管,388,528999,0.000616436957817,0.7091291141651317,542,556,617,"control, drunken talk, jurisdiction, pipe, tube, wind instrument",4,2,pipe,14,7BA1,カン,くだ
色,389,528391,0.0006157284618267,0.7097448426269585,410,372,353,color,2,3,color,6,8272,"シキ, ショク",いろ
林,390,528178,0.0006154802551722,0.7103603228821308,720,715,711,"forest, grove",1,3,grove,8,6797,リン,はやし
器,391,526036,0.0006129842051539,0.7109733070872848,472,480,525,"ability, container, implement, instrument, receptacle, set, tool, utensil, vessel",4,2,utensil,15,5668,キ,うつわ
施,392,525490,0.00061234795711,0.7115856550443949,539,568,650,"alms, bestow, give, perform",8,1,alms,9,65BD,"シ, セ",ほどこ.す
庫,393,525437,0.0006122861967688,0.7121979412411636,688,634,642,"storehouse, warehouse",3,2,warehouse,10,5EAB,"ク, コ",くら
条,394,523336,0.0006098379236182,0.7128077791647819,432,432,445,"article, clause, counter for articles, clauses, paragraphs, etc., item, streak, stripe, twig",5,2,twig,7,6761,"ジョウ, チョウ, デキ","えだ, すじ"
親,395,522721,0.0006091212706017,0.7134169004353836,371,357,334,"dealer (cards), familiarity, intimacy, parent, relative",2,3,parent,16,89AA,シン,"おや, おや-, した.しい, した.しむ"
春,396,521359,0.0006075341463604,0.7140244345817441,596,585,594,"spring (season), springtime",2,3,springtime,9,6625,シュン,はる
修,397,520163,0.000606140460169,0.7146305750419132,585,585,607,"conduct oneself well, discipline, master, study",5,2,discipline,10,4FEE,"シュ, シュウ","おさ.まる, おさ.める"
考,398,519680,0.000605577625361,0.7152361526672742,178,172,165,"consider, think over",2,3,consider,6,8003,コウ,"かんが.え, かんが.える"
状,399,517775,0.0006033577489441,0.7158395104162184,316,319,336,"appearance, circumstances, conditions, form, status quo",5,2,status quo,7,72B6,ジョウ,0
予,400,517036,0.0006024966000349,0.7164420070162534,324,318,335,"I, beforehand, myself, previous",3,2,beforehand,4,4E88,"シャ, ヨ",あらかじ.め
雄,401,515624,0.0006008512113207,0.7170428582275741,895,897,905,"excellence, hero, leader, male, masculine, superiority",8,1,masculine/male,12,96C4,ユウ,"お-, おす, おん"
清,402,512746,0.0005974975082615,0.7176403557358356,753,725,692,"Manchu dynasty, cleanse, exorcise, pure, purify",4,2,pure,11,6E05,"ショウ, シン, セイ","きよ.い, きよ.まる, きよ.める"
米,403,512679,0.0005974194338678,0.7182377751697036,419,415,409,"USA, metre, rice",2,2,rice,6,7C73,"ベイ, マイ, メエトル","こめ, よね"
室,404,511376,0.0005959010617045,0.7188336762314081,477,458,457,"apartment, cellar, chamber, greenhouse, room",2,3,room,9,5BA4,シツ,むろ
旧,405,508070,0.0005920486147574,0.7194257248461656,793,842,931,"ex-, former, old friend, old things, old times",5,2,olden times,5,65E7,キュウ,"ふる.い, もと"
岩,406,506990,0.0005907901021432,0.7200165149483089,841,813,778,"boulder, cliff, rock",2,2,boulder,8,5CA9,ガン,いわ
富,407,506980,0.0005907784492486,0.7206072933975575,705,673,660,"abundant, enrich, wealth",5,2,wealth,12,5BCC,"フ, フウ","と.む, とみ"
五,408,504083,0.0005874026056897,0.7211946960032473,296,322,316,five,1,4,five,4,4E94,ゴ,"いつ, いつ.つ"
座,409,503422,0.0005866323493582,0.7217813283526056,543,513,496,"cushion, gathering, seat, sit, squat",6,2,squat/sit,10,5EA7,ザ,すわ.る
判,410,503174,0.0005863433575727,0.7223676717101783,334,353,384,"judgement, judgment, seal, signature, stamp",5,2,judgment,7,5224,"ハン, バン",わか.る
乗,411,502527,0.0005855894152936,0.722953261125472,392,375,367,"board, counter for vehicles, join, mount, multiplication, power, record, ride",3,3,ride,9,4E57,"ショウ, ジョウ","-の.り, の.せる, の.る"
防,412,500725,0.0005834895636909,0.7235367506891629,541,564,622,"defend, protect, resist, ward off",5,2,ward off,7,9632,ボウ,ふせ.ぐ
起,413,499230,0.0005817474559517,0.7241184981451146,361,350,330,"get up, rouse, wake up",3,3,rouse,10,8D77,キ,"お.きる, お.こす, お.こる, おこ.す, た.つ"
領,414,498276,0.000580635769809,0.7246991339149237,564,620,681,"dominion, fief, jurisdiction, reign, territory",5,2,jurisdiction,14,9818,リョウ,えり
査,415,498078,0.0005804050424964,0.7252795389574201,418,435,468,investigate,5,2,investigate,9,67FB,サ,0
徳,416,497245,0.0005794343563782,0.7258589733137983,875,854,839,"benevolence, commanding respect, goodness, virtue",5,1,benevolence,14,5FB3,トク,0
航,417,496591,0.0005786722570729,0.7264376455708713,837,869,972,"cruise, fly, navigate, sail",4,2,navigate,10,822A,コウ,0
殺,418,496417,0.0005784694967072,0.7270161150675786,522,510,518,"butcher, diminish, kill, murder, reduce, slice off, split, spoil",4,2,kill,10,6BBA,"サイ, サツ, セツ","-ごろ.し, あや.める, ころ.す, そ.ぐ"
降,419,495114,0.0005769511245439,0.7275930661921225,518,505,519,"descend, fall, precipitate, surrender",6,2,descend,10,964D,"コウ, ゴ","お.りる, お.ろす, くだ.す, くだ.る, ふ.り, ふ.る"
之,420,494864,0.0005766598021795,0.7281697259943021,1033,943,833,"of, this",9,1,of,3,4E4B,シ,"この, これ, の, ゆく"
限,421,492929,0.0005744049670789,0.728744130961381,405,402,404,"limit, restrict, to best of ability",5,2,limit,9,9650,ゲン,"-かぎ.り, かぎ.り, かぎ.る"
省,422,492523,0.0005739318595591,0.7293180628209401,605,621,677,"conserve, government ministry, omit",4,2,focus,9,7701,"ショウ, セイ","かえり.みる, はぶ.く"
応,423,491132,0.0005723109419235,0.7298903737628637,332,327,334,"OK, accept, answer, apply, reply, yes",5,2,apply,7,5FDC,"-ノウ, オウ, ヨウ","あた.る, こた.える, まさに"
半,424,490961,0.0005721116774262,0.7304624854402899,313,310,307,"half, middle, odd number, part-, semi-",2,4,half,5,534A,ハン,なか.ば
列,425,490312,0.0005713554045682,0.7310338408448581,766,776,818,"column, file, rank, row, tier",3,2,file,6,5217,"レ, レツ",0
船,426,489999,0.0005709906689679,0.731604831513826,637,622,621,"boat, ship",2,2,ship,11,8239,セン,"ふな-, ふね"
類,427,489070,0.0005699081150617,0.7321747396288878,520,516,533,"class, genus, kind, sort, variety",4,2,sort,18,985E,ルイ,たぐ.い
問,428,487166,0.0005676894039343,0.7327424290328222,136,139,155,"ask, problem, question",3,3,question,11,554F,モン,"と.い, と.う, とん"
波,429,486710,0.0005671580319417,0.7333095870647639,666,643,638,"Poland, billows, waves",3,2,waves,8,6CE2,ハ,なみ
央,430,482589,0.0005623558740866,0.7338719429388506,780,807,871,"center, middle",3,2,center,5,592E,オウ,0
皇,431,481964,0.0005616275681756,0.7344335705070262,769,790,836,emperor,6,1,emperor,9,7687,"オウ, コウ",0
帝,432,481375,0.000560941212685,0.7349945117197112,1098,1107,1120,"creator, god, sovereign, the emperor",8,1,sovereign,9,5E1D,テイ,みかど
巻,433,477656,0.0005566075011919,0.7355511192209032,697,653,629,"book, coil, counter for texts (or book scrolls), part, roll up, scroll, tie, volume, wind up",6,2,scroll,9,5DFB,"カン, ケン","ま.き, ま.く, まき"
商,434,477414,0.0005563255011432,0.7361074447220465,427,405,427,"dealing in, make a deal, merchant, selling",3,2,make a deal,11,5546,ショウ,あきな.う
周,435,477009,0.0005558535589128,0.7366632982809593,531,519,531,"circuit, circumference, lap",4,2,circumference,8,5468,シュウ,まわ.り
挙,436,476796,0.0005556053522583,0.7372189036332177,572,602,664,"actions, behavior, plan, project, raise",4,1,raise,10,6319,キョ,"あ.がる, あ.げる, こぞ.る"
里,437,476593,0.0005553687984984,0.7377742724317162,889,847,856,"league, parent's home, ri, village",2,1,ri,7,91CC,リ,さと
医,438,476485,0.000555242947237,0.7383295153789533,484,486,522,"doctor, medicine",3,3,doctor,7,533B,イ,"い.する, い.やす, くすし"
打,439,475213,0.0005537606990468,0.7388832760780002,386,392,421,"dozen, hit, knock, pound, strike",3,2,strike,5,6253,"ダ, ダース","う.ち-, う.つ, ぶ.つ"
香,440,474775,0.0005532503022644,0.7394365263802646,716,667,658,"incense, perfume, smell",8,2,incense,9,9999,"キョウ, コウ","か, かお.り, かお.る"
歳,441,474546,0.0005529834509786,0.7399895098312432,411,418,428,"age, occasion, opportunity, year-end",8,2,year-end,13,6B73,"サイ, セイ","とし, とせ, よわい"
争,442,474262,0.0005526525087726,0.7405421623400159,504,536,573,"argue, contend, dispute",4,2,contend,6,4E89,ソウ,"あらそ.う, いか.でか"
介,443,473658,0.0005519486739402,0.7410941110139562,454,436,472,"concern oneself with, jammed in, mediate, shellfish",8,2,jammed in,4,4ECB,カイ,0
芸,444,472194,0.0005502426901741,0.7416443537041304,680,662,693,"acting, art, craft, performance, stunt, technique, trick",4,2,technique,7,82B8,"ウン, ゲイ","う.える, のり, わざ"
尾,445,470661,0.0005484563014355,0.742192810005566,862,835,812,"counter for fish, end, lower slope of mountain, tail",8,1,tail,7,5C3E,ビ,お
認,446,467869,0.0005452028132697,0.7427380128188358,276,285,318,"acknowledge, appreciate, believe, discern, recognize, witness",6,2,acknowledge,14,8A8D,ニン,"したた.める, みと.める"
示,447,467599,0.0005448881851162,0.743282901003952,254,275,344,"display, express, indicate, point out, show",5,2,show,5,793A,"シ, ジ",しめ.す
将,448,465249,0.0005421497548906,0.7438250507588426,642,648,671,"admiral, and again, commander, from now on, general, just about, leader, or, soon",6,2,leader,10,5C06,"ショウ, ソウ","はた, ひきい.る, まさ, まさ.に, もって"
頭,449,464215,0.0005409448455914,0.7443659956044341,373,347,326,"counter for large animals, head",2,3,head,16,982D,"ズ, ト, トウ","-がしら, あたま, かしら, かぶり"
氏,450,463367,0.0005399566801313,0.7449059522845655,297,310,342,"clan, family name, surname",4,1,family name,4,6C0F,シ,"-うじ, うじ"
志,451,463007,0.0005395371759265,0.745445489460492,739,727,722,"aspire, hopes, intention, motive, plan, resolve, shilling",5,2,intention,7,5FD7,シ,"こころざ.す, こころざし, シリング"
反,452,459773,0.0005357686298204,0.7459812580903126,308,323,345,anti-,3,2,anti-,4,53CD,"タン, ハン, ホ, ホン","-かえ.る, かえ.す, かえ.る, そ.らす, そ.る"
食,453,459463,0.0005354073900886,0.7465166654804012,273,242,216,"eat, food",2,4,eat,9,98DF,"ショク, ジキ","く.う, く.らう, た.べる, は.む"
速,454,457018,0.0005325582573646,0.7470492237377658,541,534,562,"fast, quick",3,2,quick,10,901F,ソク,"すみ.やか, はや-, はや.い, はや.める"
影,455,457008,0.00053254660447,0.7475817703422358,461,464,486,"phantom, shadow, silhouette",8,1,shadow,15,5F71,エイ,かげ
専,456,456970,0.0005325023234706,0.7481142726657065,605,619,669,"exclusive, mainly, solely, specialty",6,2,specialty,9,5C02,セン,もっぱ.ら
黒,457,456820,0.0005323275300519,0.7486466001957585,548,528,520,black,2,3,black,11,9ED2,コク,"くろ, くろ.い, くろ.ずむ"
株,458,455716,0.0005310410504907,0.7491776412462492,631,642,746,"counter for small plants, shares, stock, stocks, stump",6,1,stocks,10,682A,シュ,かぶ
投,459,453928,0.0005289575129404,0.7497065987591897,315,319,396,"abandon, discard, give up, hurl, invest in, join, launch into, sell at a loss, throw",3,2,throw,7,6295,トウ,"-な.げ, な.げる"
警,460,453203,0.0005281126780836,0.7502347114372733,560,583,634,"admonish, commandment",6,2,admonish,19,8B66,ケイ,いまし.める
詞,461,453182,0.000528088207005,0.7507627996442783,1248,1238,1278,"part of speech, poetry, words",6,2,parts of speech,12,8A5E,シ,ことば
観,462,449805,0.0005241530245064,0.7512869526687848,398,387,390,"appearance, condition, look, outlook, view",4,2,outlook,18,89B3,カン,"しめ.す, み.る"
各,463,449517,0.0005238174211426,0.7518107700899274,458,476,525,"each, either, every",4,2,each,6,5404,カク,おのおの
側,464,448137,0.000522209321691,0.7523329794116185,424,443,454,"lean, oppose, regret, side",4,2,side,11,5074,ソク,"かわ, がわ, そば"
護,465,446907,0.0005207760156581,0.7528537554272766,458,478,526,"protect, safeguard",5,1,safeguard,20,8B77,ゴ,まも.る
載,466,445265,0.0005188626103686,0.7533726180376452,596,577,640,"10**44, board, get on, place, publish, record, ride, spread",8,1,load,13,8F09,サイ,"の.せる, の.る"
資,467,444203,0.0005176250729645,0.7538902431106098,368,377,415,"assets, be conducive to, capital, contribute to, data, funds, resources",5,2,assets,13,8CC7,シ,0
今,468,444199,0.0005176204118067,0.7544078635224166,123,110,103,now,2,4,now,4,4ECA,"キン, コン",いま
助,469,444097,0.000517501552282,0.7549253650746988,481,464,455,"assist, help, rescue",3,2,help,7,52A9,ジョ,"す.ける, すけ, たす.かる, たす.ける"
賀,470,443793,0.0005171473042869,0.7554425123789857,950,926,924,"congratulations, joy",5,1,congratulations,12,8CC0,ガ,0
秋,471,443703,0.0005170424282357,0.7559595548072215,671,661,671,autumn,2,3,autumn,9,79CB,シュウ,"あき, とき"
宇,472,438743,0.0005112625925257,0.7564708173997473,872,867,903,"eaves, heaven, house, roof",6,2,eaves,6,5B87,ウ,0
済,473,438569,0.00051105983216,0.7569818772319074,379,391,429,"come to an end, excusable, finish, need not, relieve (burden), settle (debt, etc.)",6,2,finish,11,6E08,"サイ, セイ","-す.ます, -ず.み, -ずみ, す.ます, す.まない, す.む, すく.う, な.す, わた.る, わたし"
念,474,438231,0.0005106659643234,0.7574925431962307,449,447,445,"attention, desire, feeling, idea, sense, thought, wish",4,2,wish,8,5FF5,ネン,0
準,475,436252,0.0005083598564866,0.7580009030527174,494,514,557,"conform, correspond to, imitate, proportionate to, semi-",5,2,semi-,13,6E96,ジュン,"じゅん.じる, じゅん.ずる, なぞら.える, のり, ひと.しい, みずもり"
銀,476,435666,0.0005076769968644,0.7585085800495819,538,549,590,silver,3,3,silver,14,9280,ギン,しろがね
規,477,434833,0.0005067063107462,0.7590152863603281,463,472,513,"measure, standard",5,2,standard,11,898F,キ,0
母,478,434821,0.0005066923272727,0.7595219786876009,469,454,433,mother,2,4,mama,5,6BCD,ボ,"はは, も"
攻,479,432854,0.0005044002029095,0.7600263788905104,680,696,759,"aggression, attack, criticize, polish",8,1,aggression,7,653B,コウ,せ.める
更,480,432686,0.0005042044342806,0.7605305833247911,633,618,664,"again, further, grow late, more and more, night watch, of course, renew, renovate, sit up late",8,2,grow late,7,66F4,コウ,"さら, さら.に, ふ.かす, ふ.ける"
図,481,431642,0.0005029878720868,0.7610335711968779,441,430,438,"audacious, drawing, extraordinary, map, plan",2,3,map,7,56F3,"ズ, ト","え, はか.る"
父,482,431488,0.0005028084175103,0.7615363796143882,547,529,502,father,2,4,father,4,7236,フ,ちち
永,483,430438,0.0005015848635797,0.762037964477968,879,852,822,"eternity, lengthy, long",5,2,eternity,5,6C38,エイ,なが.い
渡,484,429362,0.0005003310121233,0.7625382954900913,592,588,580,"cross, deliver, diameter, ferry, ford, import, migrate, transit",8,2,transit,12,6E21,ト,"-わた.る, わた.す, わた.る"
継,485,429230,0.0005001771939149,0.7630384726840063,759,783,850,"continue, graft (tree), inherit, patch, succeed",8,1,inherit,13,7D99,ケイ,"つ.ぐ, まま-"
催,486,428410,0.0004992216565596,0.763537694340566,816,831,910,"give (a dinner), hold (a meeting), sponsor",8,1,sponsor,13,50AC,サイ,"もよう.す, もよお.す"
敗,487,427835,0.0004985516151214,0.7640362459556874,671,694,752,"defeat, failure, reversal",4,2,failure,11,6557,ハイ,やぶ.れる
企,488,427525,0.0004981903753896,0.764534436331077,503,525,608,"attempt, design, plan, scheme, undertake",8,1,undertake,6,4F01,キ,"くわだ.てる, たくら.む"
急,489,423105,0.0004930397959867,0.7650274761270637,421,425,439,"emergency, hurry, steep, sudden",3,3,hurry,9,6025,キュウ,"いそ.ぎ, いそ.ぐ, せ.く"
像,490,422926,0.0004928312091737,0.7655203073362374,470,437,472,"figure, image, picture, portrait, statue",5,2,statue,14,50CF,ゾウ,0
派,491,422891,0.0004927904240427,0.7660130977602803,462,486,525,"clique, faction, group, party, school, sect",6,1,faction,9,6D3E,ハ,0
落,492,422133,0.0004919071346338,0.7665050048949141,374,347,327,"come down, drop, fall, hamlet, village",3,2,fall,12,843D,ラク,"お.ち, お.ちる, お.とす"
魔,493,420735,0.000490278059972,0.7669952829548862,1040,985,999,"demon, evil spirit, witch",8,1,witch,21,9B54,マ,0
坂,494,419994,0.0004894145804839,0.7674846975353701,916,866,822,"hill, incline, slope",3,2,slope,7,5742,ハン,さか
思,495,419637,0.0004889985721475,0.7679736961075176,106,96,93,think,2,3,think,9,601D,シ,"おぼ.す, おも.う, おもえら.く"
味,496,416599,0.0004854584227751,0.7684591545302928,300,272,248,"flavor, taste",3,3,flavor,8,5473,ミ,"あじ, あじ.わう"
倉,497,416557,0.0004854094806179,0.7689445640109107,945,897,877,"cellar, godown, storehouse, treasury, warehouse",4,1,godown,10,5009,ソウ,くら
切,498,414692,0.0004832362157793,0.7694278002266901,256,239,232,"be sharp, cut, cutoff",2,3,cut,4,5207,"サイ, セツ","-き.り, -き.る, -き.れ, -き.れる, -ぎ.り, -ぎ.れ, き.り, き.る, き.れ, き.れる"
陽,499,414353,0.0004828411826532,0.7699106414093433,870,847,849,"daytime, heaven, male, positive, sunshine, yang principle",3,2,sunshine,12,967D,ヨウ,ひ
根,500,413856,0.0004822620337927,0.770392903443136,545,534,522,"head (pimple), radical, root",3,2,root,10,6839,コン,"-ね, ね"
離,501,413280,0.0004815908270651,0.7708744942702012,491,492,507,"detach, digress, disjoin, separation",8,1,detach,19,96E2,リ,"はな.す, はな.れる"
走,502,413157,0.0004814474964618,0.771355941766663,541,524,533,run,2,3,run,7,8D70,ソウ,はし.る
令,503,412994,0.0004812575542802,0.7718371993209432,852,871,904,"command, decree, good, laws, orders",4,2,orders,5,4EE4,レイ,0
素,504,412771,0.0004809976947311,0.7723181970156744,484,456,455,"elementary, naked, principle, uncovered",5,1,elementary,10,7D20,"ス, ソ",もと
量,505,411978,0.0004800736201912,0.7727982706358656,502,506,524,"amount, consider, estimate, measure, quantity, surmise, weight",4,2,quantity,12,91CF,リョウ,はか.る
職,506,410360,0.0004781881818487,0.7732764588177143,413,415,424,"employment, post, work",5,2,post,18,8077,"ショク, ソク",0
異,507,409091,0.0004767094295269,0.7737531682472413,547,544,550,"curious, different, queerness, strangeness, uncommon, unusual, wonderful",6,2,uncommon,11,7570,イ,"け, こと, こと.なる"
玉,508,407974,0.0004754078012027,0.774228576048444,738,723,734,"ball, jewel",1,2,jewel,5,7389,ギョク,"-だま, たま, たま-"
復,509,407281,0.0004746002556085,0.7747031763040525,550,571,622,"restore, resume, return to, revert",5,2,restore,12,5FA9,フク,また
独,510,406889,0.0004741434621411,0.7751773197661936,530,544,571,"Germany, alone, single, spontaneously",5,2,single,9,72EC,"トク, ドク",ひと.り
担,511,406529,0.0004737239579364,0.7756510437241301,604,628,680,"bear, carry, raise, shouldering",6,2,shouldering,8,62C5,タン,"かつ.ぐ, にな.う"
円,512,406443,0.000473623743043,0.7761246674671731,261,255,258,"circle, round, yen",1,4,circle,4,5186,エン,"まど, まど.か, まる, まる.い, まろ.やか"
豊,513,405374,0.0004723780486127,0.7765970455157859,748,725,727,"bountiful, excellent, rich",5,2,bountiful,13,8C4A,"ブ, ホウ","とよ, ゆた.か"
込,514,405083,0.0004720389493806,0.7770690844651665,335,292,285,"(kokuji), crowded, in bulk, included, mixture",8,2,crowded,5,8FBC,0,"-こ.み, -こ.む, こ.み, こ.む, こ.める"
害,515,404116,0.000470912114475,0.7775399965796416,449,466,503,"harm, injury",4,2,harm,10,5BB3,ガイ,0
火,516,403841,0.0004705916598741,0.7780105882395157,486,477,487,fire,1,4,fire,4,706B,カ,"-び, ひ, ほ-"
御,517,403429,0.0004701115606176,0.7784806998001333,671,603,547,"govern, honorable, manipulate",8,2,honorable,12,5FA1,"ギョ, ゴ","お-, おん-, み-"
委,518,401317,0.000467650469283,0.7789483502694163,636,677,766,"committee, devote, discard, entrust to, leave to",3,2,committee,8,59D4,イ,ゆだ.ねる
病,519,400567,0.0004667765021897,0.7794151267716061,441,428,410,"ill, sick",3,3,ill,10,75C5,"ビョウ, ヘイ","-や.み, や.む, やまい"
堂,520,399513,0.0004655482871014,0.7798806750587075,828,797,782,"hall, public chamber",4,3,public chamber/hall,11,5802,ドウ,0
宗,521,397135,0.000462777228771,0.7803434522874786,885,887,899,"denomination, essence, main point, origin, religion, sect",6,1,religion,8,5B97,"シュウ, ソウ",むね
過,522,394993,0.0004602811787527,0.7808037334662313,280,280,295,"error, exceed, go beyond, overdo",5,2,overdo,12,904E,カ,"あやま.ち, あやま.つ, す.ぎる, す.ごす, よ.ぎる, よぎ.る"
単,523,394589,0.0004598104018118,0.7812635438680432,481,470,475,"merely, one, simple, single",4,2,simple,9,5358,タン,ひとえ
章,524,394247,0.0004594118728173,0.7817229557408605,780,782,796,"badge, chapter, composition, design, poem",3,2,badge,11,7AE0,ショウ,0
赤,525,393891,0.0004589970297703,0.7821819527706309,560,541,523,red,1,3,red,7,8D64,"シャク, セキ","あか, あか-, あか.い, あか.らむ, あか.らめる"
足,526,393126,0.0004581055833352,0.7826400583539661,352,333,307,"be sufficient, counter for pairs of footwear, foot, leg",1,4,leg,7,8DB3,ソク,"あし, た.す, た.りる, た.る"
完,527,392217,0.0004570463352182,0.7830971046891844,601,605,626,"completion, end, perfect",4,2,perfect,7,5B8C,カン,0
泉,528,391966,0.0004567538475643,0.7835538585367487,785,720,727,"fountain, spring",6,2,spring,9,6CC9,セン,いずみ
歴,529,391266,0.000455938144944,0.7840097966816928,523,549,626,"continuation, curriculum, passage of time",4,2,curriculum,14,6B74,"レキ, レッキ",0
